win,n,n_stop,spd,n_L1,n_stop_L1,spd_L1,zone,run
3600,34.7,0.5,73.3,12.8,0.5,58.9,10491_to32,h11
3750,30.9,0.0,79.5,10.8,0.0,70.1,10491_to32,h11
3900,34.2,0.6,68.5,13.6,0.3,54.0,10491_to32,h11
4050,33.5,0.1,75.2,13.2,0.1,61.5,10491_to32,h11
4200,38.7,0.8,71.0,14.9,0.8,53.9,10491_to32,h11
4350,34.5,0.5,69.1,14.6,0.5,53.9,10491_to32,h11
4500,35.4,0.3,73.1,13.0,0.3,57.6,10491_to32,h11
4650,28.2,0.1,83.6,11.2,0.1,68.2,10491_to32,h11
4800,35.0,0.2,74.1,13.8,0.2,57.9,10491_to32,h11
4950,31.1,0.2,83.7,11.3,0.2,69.1,10491_to32,h11
5100,31.1,0.4,87.0,11.9,0.4,62.6,10491_to32,h11
5250,31.2,0.6,81.9,12.2,0.6,58.8,10491_to32,h11
0,5.8,0.0,117.8,2.5,0.0,113.9,10479_to31,h11
150,24.2,0.0,107.3,10.7,0.0,100.1,10479_to31,h11
300,33.3,0.6,84.8,13.9,0.2,74.4,10479_to31,h11
450,33.0,0.2,87.6,14.4,0.2,71.3,10479_to31,h11
600,29.6,0.0,98.8,12.6,0.0,89.7,10479_to31,h11
750,45.3,1.3,68.9,20.3,1.3,47.3,10479_to31,h11
900,29.7,0.2,93.6,12.6,0.2,79.2,10479_to31,h11
1050,48.8,4.3,62.7,23.3,4.1,39.3,10479_to31,h11
1200,41.8,2.4,62.1,21.8,2.4,42.3,10479_to31,h11
1350,37.8,0.2,72.5,18.1,0.2,58.5,10479_to31,h11
1500,38.4,0.8,77.5,16.4,0.8,60.9,10479_to31,h11
1650,41.5,0.8,74.9,17.6,0.7,55.9,10479_to31,h11
1800,43.1,2.1,64.5,21.0,2.1,44.8,10479_to31,h11
1950,44.0,2.3,60.0,22.9,2.2,38.8,10479_to31,h11
2100,44.3,1.6,59.7,22.6,1.6,38.6,10479_to31,h11
2250,43.7,2.0,60.8,22.3,2.0,40.1,10479_to31,h11
2400,44.7,2.9,58.1,22.9,2.8,37.6,10479_to31,h11
2550,46.1,4.6,55.3,26.0,4.6,33.8,10479_to31,h11
2700,34.9,0.9,69.5,19.2,0.8,50.7,10479_to31,h11
2850,38.4,1.6,62.5,22.4,1.6,43.3,10479_to31,h11
3000,41.4,1.7,63.8,20.8,1.7,43.6,10479_to31,h11
3150,37.4,0.7,76.1,17.9,0.7,58.3,10479_to31,h11
3300,44.6,0.2,68.7,18.7,0.1,54.3,10479_to31,h11
3450,45.6,0.6,64.8,18.9,0.6,48.5,10479_to31,h11
3600,45.4,1.8,61.3,21.1,1.8,42.5,10479_to31,h11
3750,38.5,0.4,70.4,17.4,0.4,56.4,10479_to31,h11
3900,44.8,1.4,57.5,22.1,1.2,39.8,10479_to31,h11
4050,44.7,1.9,62.1,22.0,1.9,44.2,10479_to31,h11
4200,47.3,2.3,63.2,20.7,2.3,45.4,10479_to31,h11
4350,49.9,2.9,50.7,25.3,2.7,33.1,10479_to31,h11
4500,48.5,3.6,55.4,23.2,3.6,35.7,10479_to31,h11
4650,40.9,1.5,63.0,20.4,1.4,45.1,10479_to31,h11
4800,47.5,1.1,60.5,21.4,1.1,43.4,10479_to31,h11
4950,42.8,1.3,67.3,19.2,1.3,51.0,10479_to31,h11
5100,47.4,3.1,63.2,22.9,3.1,39.2,10479_to31,h11
5250,46.7,2.7,60.2,22.4,2.7,39.2,10479_to31,h11
0,1.6,0.0,124.6,0.5,0.0,124.7,10643_to70,b0
150,23.1,0.0,108.7,8.9,0.0,101.3,10643_to70,b0
300,33.2,0.6,83.9,14.1,0.5,70.3,10643_to70,b0
450,29.0,0.6,93.0,11.3,0.6,77.7,10643_to70,b0
600,30.5,0.5,86.8,13.5,0.5,69.3,10643_to70,b0
750,36.3,1.8,77.6,15.9,1.5,55.4,10643_to70,b0
900,65.2,12.8,39.0,32.6,11.9,18.2,10643_to70,b0
1050,103.5,29.0,23.4,50.9,26.9,7.1,10643_to70,b0
1200,111.4,42.2,20.3,59.4,40.6,4.3,10643_to70,b0
1350,121.2,47.7,16.7,61.8,44.2,3.7,10643_to70,b0
1500,129.9,54.5,15.0,63.2,47.2,3.2,10643_to70,b0
1650,128.6,53.6,15.9,63.2,47.1,3.5,10643_to70,b0
1800,126.3,57.3,13.9,65.3,50.9,2.8,10643_to70,b0
1950,135.8,64.5,13.7,68.8,56.7,2.3,10643_to70,b0
2100,153.4,84.5,11.1,71.8,62.4,1.7,10643_to70,b0
2250,171.9,107.5,9.1,73.5,65.7,1.4,10643_to70,b0
2400,178.1,114.3,8.4,73.7,67.6,1.1,10643_to70,b0
2550,180.8,116.5,8.0,70.1,61.0,1.8,10643_to70,b0
2700,172.8,99.8,9.3,57.3,44.5,4.2,10643_to70,b0
2850,193.9,120.1,7.5,65.7,54.5,2.2,10643_to70,b0
3000,196.0,118.6,7.4,68.1,58.3,1.8,10643_to70,b0
3150,179.0,99.2,8.9,64.8,52.6,2.5,10643_to70,b0
3300,175.5,103.4,8.9,66.4,55.8,2.0,10643_to70,b0
3450,175.3,108.6,8.7,69.6,60.7,1.6,10643_to70,b0
3600,160.9,89.1,10.2,64.0,50.9,2.6,10643_to70,b0
3750,158.3,88.7,10.3,66.6,55.4,2.1,10643_to70,b0
3900,171.3,99.6,9.2,65.9,56.6,2.1,10643_to70,b0
4050,162.2,84.3,10.1,63.3,51.6,2.5,10643_to70,b0
4200,165.0,87.1,9.8,65.2,55.5,1.9,10643_to70,b0
4350,178.1,105.6,8.5,62.5,53.0,1.9,10643_to70,b0
4500,180.0,105.7,8.4,64.5,55.9,1.7,10643_to70,b0
4650,178.9,109.5,8.3,66.6,59.9,1.2,10643_to70,b0
4800,160.5,89.1,10.1,61.5,50.1,2.3,10643_to70,b0
4950,146.0,77.8,10.5,60.0,46.2,3.1,10643_to70,b0
5100,145.1,77.6,11.1,63.6,52.5,2.2,10643_to70,b0
5250,129.3,59.2,13.5,57.2,41.4,3.6,10643_to70,b0
0,0.9,0.0,129.3,0.3,0.0,126.8,10682_to68,b0
150,21.5,0.1,104.5,9.4,0.0,91.5,10682_to68,b0
300,27.8,0.8,86.3,13.2,0.6,68.9,10682_to68,b0
450,49.2,9.7,51.5,28.3,9.3,27.4,10682_to68,b0
600,43.8,7.0,53.7,26.9,7.0,26.4,10682_to68,b0
750,61.1,16.2,39.8,36.3,15.1,15.7,10682_to68,b0
900,75.3,24.3,28.7,48.1,23.6,9.1,10682_to68,b0
1050,84.1,29.5,26.0,51.2,28.9,7.0,10682_to68,b0
1200,85.6,31.9,26.2,53.4,31.6,6.7,10682_to68,b0
1350,81.8,31.5,22.6,54.4,30.9,6.9,10682_to68,b0
1500,86.8,36.1,20.7,56.7,35.7,6.6,10682_to68,b0
1650,94.6,38.6,20.4,57.4,36.3,5.9,10682_to68,b0
1800,104.1,55.3,14.2,64.4,47.1,3.5,10682_to68,b0
1950,123.4,75.6,12.6,69.9,56.9,2.3,10682_to68,b0
2100,155.0,97.7,9.8,68.1,53.5,2.7,10682_to68,b0
2250,172.6,115.7,7.8,68.7,54.3,2.7,10682_to68,b0
2400,190.2,123.5,7.6,65.4,49.2,3.2,10682_to68,b0
2550,191.6,130.0,7.5,54.4,35.8,6.4,10682_to68,b0
2700,203.4,139.5,6.8,55.7,36.3,5.5,10682_to68,b0
2850,218.1,159.0,5.7,62.7,44.9,3.7,10682_to68,b0
3000,202.3,129.2,7.7,56.0,34.8,5.7,10682_to68,b0
3150,203.6,130.1,7.4,59.9,39.7,4.6,10682_to68,b0
3300,202.8,136.8,7.1,64.8,47.7,3.4,10682_to68,b0
3450,202.5,139.8,6.7,66.2,49.8,3.3,10682_to68,b0
3600,192.2,123.3,7.8,62.9,45.2,3.5,10682_to68,b0
3750,198.4,141.8,6.8,63.2,48.1,3.3,10682_to68,b0
3900,194.0,131.7,7.8,49.8,31.5,7.4,10682_to68,b0
4050,194.3,130.0,7.3,57.1,40.9,4.9,10682_to68,b0
4200,195.6,127.9,7.3,62.0,44.9,3.7,10682_to68,b0
4350,207.8,135.8,6.4,62.9,45.8,3.4,10682_to68,b0
4500,208.5,133.5,6.9,67.9,54.0,2.6,10682_to68,b0
4650,194.2,111.5,8.2,57.9,40.1,4.8,10682_to68,b0
4800,185.6,101.4,8.6,54.3,33.8,5.8,10682_to68,b0
4950,149.3,73.5,10.9,53.7,32.8,5.6,10682_to68,b0
5100,135.0,72.4,11.2,57.2,37.2,5.3,10682_to68,b0
5250,126.0,66.3,12.7,54.2,32.7,6.1,10682_to68,b0
150,5.7,0.0,122.6,1.8,0.0,126.7,10481_to32,b0
300,14.2,0.0,116.6,4.4,0.0,116.0,10481_to32,b0
450,14.6,0.0,115.4,4.6,0.0,115.0,10481_to32,b0
600,15.5,0.0,114.5,5.3,0.0,112.6,10481_to32,b0
750,15.8,0.0,116.1,5.4,0.0,114.9,10481_to32,b0
900,14.8,0.0,114.2,5.3,0.0,112.9,10481_to32,b0
1050,15.0,0.0,116.0,4.5,0.0,115.6,10481_to32,b0
1200,17.7,0.0,111.9,5.1,0.0,108.7,10481_to32,b0
1350,14.7,0.0,114.5,5.5,0.0,111.4,10481_to32,b0
1500,13.4,0.0,116.6,4.2,0.0,115.5,10481_to32,b0
1650,12.1,0.0,111.1,4.2,0.0,112.1,10481_to32,b0
1800,12.8,0.0,116.4,4.9,0.0,117.0,10481_to32,b0
1950,12.1,0.0,107.7,4.5,0.0,103.6,10481_to32,b0
2100,8.1,0.0,111.9,2.5,0.0,110.1,10481_to32,b0
2250,10.1,0.0,112.3,3.4,0.0,107.9,10481_to32,b0
2400,12.8,2.0,80.8,5.2,1.2,67.4,10481_to32,b0
2550,34.6,18.8,33.5,14.8,8.8,24.1,10481_to32,b0
2700,59.7,42.4,15.6,27.1,21.4,8.2,10481_to32,b0
2850,76.4,58.0,10.8,35.9,28.9,5.4,10481_to32,b0
3000,77.5,57.0,13.5,35.7,26.7,7.6,10481_to32,b0
3150,80.2,62.5,10.2,37.5,29.9,5.8,10481_to32,b0
3300,74.1,51.5,12.3,34.7,24.0,8.1,10481_to32,b0
3450,84.5,68.0,9.6,42.9,38.7,3.0,10481_to32,b0
3600,93.0,75.5,8.8,45.8,40.5,2.2,10481_to32,b0
3750,102.1,75.9,9.4,46.7,36.5,4.5,10481_to32,b0
3900,116.7,83.1,9.4,52.6,40.5,4.2,10481_to32,b0
4050,119.6,93.5,7.3,56.1,46.6,3.5,10481_to32,b0
4200,131.5,108.2,5.9,64.0,56.0,2.1,10481_to32,b0
4350,143.2,121.2,4.9,71.2,64.9,1.4,10481_to32,b0
4500,142.1,110.8,7.2,66.2,57.5,2.5,10481_to32,b0
4650,156.7,123.3,6.3,71.8,64.9,1.5,10481_to32,b0
4800,158.3,134.4,4.5,74.0,67.3,1.2,10481_to32,b0
4950,163.1,134.3,5.4,72.8,66.3,1.2,10481_to32,b0
5100,160.6,119.3,7.3,67.1,58.1,2.6,10481_to32,b0
5250,161.2,117.6,7.5,68.0,59.3,2.3,10481_to32,b0
150,5.2,0.0,100.4,2.4,0.0,85.7,10483_to31,b0
300,12.2,0.0,111.0,4.7,0.0,99.5,10483_to31,b0
450,12.4,0.0,108.9,4.6,0.0,97.7,10483_to31,b0
600,13.6,0.1,107.7,5.4,0.0,97.8,10483_to31,b0
750,13.0,0.0,107.9,5.7,0.0,94.8,10483_to31,b0
900,14.0,0.0,105.6,6.5,0.0,92.8,10483_to31,b0
1050,13.8,0.0,105.8,5.0,0.0,91.8,10483_to31,b0
1200,14.7,0.0,105.5,5.5,0.0,91.5,10483_to31,b0
1350,14.8,0.0,105.9,6.7,0.0,94.5,10483_to31,b0
1500,10.5,0.0,110.5,4.3,0.0,99.5,10483_to31,b0
1650,12.3,0.0,98.8,5.6,0.0,87.5,10483_to31,b0
1800,12.0,0.0,104.7,5.5,0.0,93.0,10483_to31,b0
1950,9.1,0.0,98.9,3.9,0.0,85.9,10483_to31,b0
2100,8.3,0.0,100.8,3.2,0.0,89.0,10483_to31,b0
2250,8.4,0.0,106.6,3.0,0.0,95.8,10483_to31,b0
2400,10.9,2.0,67.0,4.3,1.2,44.4,10483_to31,b0
2550,29.4,17.5,25.9,12.6,7.8,15.6,10483_to31,b0
2700,31.8,21.4,21.9,12.8,9.6,9.1,10483_to31,b0
2850,31.0,19.7,22.4,14.4,9.3,15.4,10483_to31,b0
3000,31.0,19.4,26.9,14.0,9.2,18.3,10483_to31,b0
3150,30.1,19.5,24.2,13.2,8.3,18.2,10483_to31,b0
3300,30.0,18.6,24.7,14.2,7.9,23.0,10483_to31,b0
3450,30.9,23.9,17.0,14.8,13.4,3.9,10483_to31,b0
3600,30.4,22.0,20.6,14.3,12.2,4.0,10483_to31,b0
3750,33.3,18.7,25.5,14.2,7.6,21.1,10483_to31,b0
3900,35.9,21.9,23.4,14.0,9.5,12.9,10483_to31,b0
4050,33.5,22.0,21.5,14.3,9.8,16.3,10483_to31,b0
4200,34.8,24.9,17.1,16.1,12.7,12.2,10483_to31,b0
4350,32.3,22.5,16.2,15.5,11.8,11.0,10483_to31,b0
4500,33.8,20.3,25.0,15.1,10.4,17.4,10483_to31,b0
4650,39.5,26.8,18.7,15.1,12.4,8.3,10483_to31,b0
4800,36.0,25.7,17.9,16.1,13.2,10.4,10483_to31,b0
4950,34.3,23.1,19.6,14.8,11.8,11.1,10483_to31,b0
5100,41.4,20.7,26.2,16.2,9.8,19.4,10483_to31,b0
5250,38.7,22.5,24.1,13.2,8.2,17.1,10483_to31,b0
150,7.7,0.0,119.7,2.2,0.0,117.3,10638_to70,b0
300,14.7,0.0,112.1,4.0,0.0,106.8,10638_to70,b0
450,20.6,0.3,91.4,5.7,0.1,76.5,10638_to70,b0
600,19.7,0.0,98.5,6.0,0.0,92.1,10638_to70,b0
750,21.3,0.9,88.0,7.0,0.0,76.6,10638_to70,b0
900,27.1,0.8,76.4,7.6,0.0,68.2,10638_to70,b0
1050,21.3,0.1,97.1,6.8,0.0,80.8,10638_to70,b0
1200,25.0,0.0,95.7,7.6,0.0,80.4,10638_to70,b0
1350,24.0,0.0,90.9,7.5,0.0,79.3,10638_to70,b0
1500,17.3,0.1,99.6,4.8,0.0,83.4,10638_to70,b0
1650,28.3,0.3,76.1,8.1,0.2,63.5,10638_to70,b0
1800,25.2,0.0,77.8,7.2,0.0,68.9,10638_to70,b0
1950,24.2,0.0,72.9,7.1,0.0,61.6,10638_to70,b0
2100,19.4,0.0,77.9,4.8,0.0,68.5,10638_to70,b0
2250,21.4,0.0,77.9,5.8,0.0,67.5,10638_to70,b0
2400,26.8,0.2,73.0,7.8,0.0,60.7,10638_to70,b0
2550,27.6,0.2,75.5,8.7,0.1,67.4,10638_to70,b0
2700,30.3,0.3,75.0,8.1,0.1,67.3,10638_to70,b0
2850,38.5,1.6,61.5,11.2,0.3,55.3,10638_to70,b0
3000,27.0,0.6,73.6,7.8,0.2,66.8,10638_to70,b0
3150,21.6,0.1,76.4,6.0,0.0,66.1,10638_to70,b0
3300,22.5,0.0,78.4,6.8,0.0,69.1,10638_to70,b0
3450,22.4,0.1,79.0,6.4,0.0,71.9,10638_to70,b0
3600,34.4,0.8,66.8,10.2,0.2,52.9,10638_to70,b0
3750,21.5,0.0,81.6,6.0,0.0,76.6,10638_to70,b0
3900,25.9,0.6,68.6,7.2,0.1,55.3,10638_to70,b0
4050,17.1,0.0,77.9,3.8,0.0,64.2,10638_to70,b0
4200,19.2,0.0,75.3,5.4,0.0,63.9,10638_to70,b0
4350,18.7,1.8,63.4,6.1,1.0,48.0,10638_to70,b0
4500,33.6,7.5,49.7,10.9,5.0,32.0,10638_to70,b0
4650,29.1,4.7,50.8,10.4,3.2,37.2,10638_to70,b0
4800,25.3,3.9,54.7,6.9,2.3,34.9,10638_to70,b0
4950,24.1,2.3,66.7,7.6,1.4,57.0,10638_to70,b0
5100,34.7,10.2,45.4,11.7,6.5,30.4,10638_to70,b0
5250,56.0,21.2,29.9,19.2,11.9,17.1,10638_to70,b0
150,10.9,0.0,118.4,4.1,0.0,117.1,10645_to68,b0
300,16.6,0.0,114.1,6.4,0.0,111.2,10645_to68,b0
450,23.4,0.3,102.0,8.0,0.1,96.7,10645_to68,b0
600,19.8,0.0,108.1,7.5,0.0,108.2,10645_to68,b0
750,20.9,0.9,101.9,7.7,0.0,101.8,10645_to68,b0
900,22.4,0.6,99.7,7.9,0.0,102.2,10645_to68,b0
1050,20.6,0.1,111.4,7.3,0.0,105.9,10645_to68,b0
1200,21.5,0.0,112.1,6.8,0.0,110.1,10645_to68,b0
1350,23.2,0.0,102.6,7.4,0.0,102.4,10645_to68,b0
1500,17.7,0.1,111.6,5.6,0.0,110.1,10645_to68,b0
1650,27.4,0.0,85.6,9.3,0.0,83.3,10645_to68,b0
1800,27.0,0.0,81.4,9.7,0.0,78.4,10645_to68,b0
1950,22.6,0.0,83.7,7.0,0.0,84.5,10645_to68,b0
2100,20.8,0.0,83.3,6.2,0.0,84.1,10645_to68,b0
2250,21.9,0.0,84.6,6.8,0.0,85.7,10645_to68,b0
2400,25.7,0.2,82.0,8.7,0.0,80.8,10645_to68,b0
2550,28.7,0.0,83.4,10.4,0.0,82.2,10645_to68,b0
2700,30.0,0.1,82.4,10.1,0.0,81.7,10645_to68,b0
2850,38.9,1.5,69.1,14.1,0.3,70.3,10645_to68,b0
3000,27.4,0.6,78.1,9.6,0.2,76.3,10645_to68,b0
3150,22.0,0.0,83.8,7.8,0.0,81.5,10645_to68,b0
3300,23.7,0.0,83.3,8.6,0.0,81.4,10645_to68,b0
3450,23.9,0.1,84.1,8.0,0.0,84.0,10645_to68,b0
3600,35.4,0.7,74.9,13.2,0.2,67.5,10645_to68,b0
3750,23.2,0.0,84.5,8.5,0.0,82.7,10645_to68,b0
3900,24.6,0.5,77.6,7.5,0.1,76.3,10645_to68,b0
4050,16.2,0.0,85.7,4.2,0.0,85.7,10645_to68,b0
4200,18.7,0.0,85.1,5.8,0.0,85.4,10645_to68,b0
4350,14.9,0.0,84.8,4.5,0.0,84.6,10645_to68,b0
4500,21.9,0.0,84.3,7.8,0.0,82.0,10645_to68,b0
4650,18.9,0.0,84.6,6.2,0.0,84.0,10645_to68,b0
4800,16.7,0.0,85.2,4.3,0.0,85.1,10645_to68,b0
4950,21.8,0.0,84.1,7.1,0.0,84.4,10645_to68,b0
5100,21.3,0.0,84.3,7.5,0.0,85.2,10645_to68,b0
5250,20.6,0.0,84.6,6.3,0.0,83.6,10645_to68,b0
0,4.5,0.0,119.9,1.9,0.0,118.5,10491_to32,b0
150,22.3,0.0,108.1,9.1,0.0,97.4,10491_to32,b0
300,29.5,0.6,81.6,11.3,0.2,70.2,10491_to32,b0
450,31.0,0.2,90.1,12.1,0.1,72.7,10491_to32,b0
600,30.7,0.8,87.6,13.3,0.5,72.6,10491_to32,b0
750,37.0,0.6,76.2,15.9,0.6,51.9,10491_to32,b0
900,31.8,0.8,85.6,13.0,0.6,68.3,10491_to32,b0
1050,35.0,0.4,82.9,14.5,0.4,60.8,10491_to32,b0
1200,37.0,1.1,72.2,15.5,1.0,49.9,10491_to32,b0
1350,32.9,0.5,78.1,15.2,0.5,60.4,10491_to32,b0
1500,41.6,1.4,68.5,16.8,0.9,50.9,10491_to32,b0
1650,38.2,0.7,75.3,13.6,0.6,61.4,10491_to32,b0
1800,32.9,0.0,78.9,11.2,0.0,71.3,10491_to32,b0
1950,34.5,0.0,80.0,12.6,0.0,73.8,10491_to32,b0
2100,35.2,0.6,74.0,12.5,0.6,59.5,10491_to32,b0
2250,36.7,0.9,69.4,15.6,0.9,52.3,10491_to32,b0
2400,37.3,2.2,64.0,17.8,2.2,44.9,10491_to32,b0
2550,56.2,14.7,38.5,35.6,14.7,15.5,10491_to32,b0
2700,38.4,3.7,56.4,20.2,3.7,35.2,10491_to32,b0
2850,41.6,7.0,49.3,25.4,7.0,28.9,10491_to32,b0
3000,38.2,2.0,56.6,19.9,2.0,36.0,10491_to32,b0
3150,38.7,4.7,58.4,19.8,4.7,38.0,10491_to32,b0
3300,47.2,7.8,53.2,25.7,7.7,31.2,10491_to32,b0
3450,66.2,18.4,40.0,34.5,16.7,17.7,10491_to32,b0
3600,45.9,7.7,50.3,25.4,7.7,27.0,10491_to32,b0
3750,61.5,21.8,35.3,39.8,21.7,13.2,10491_to32,b0
3900,54.9,19.0,35.3,36.7,19.0,13.8,10491_to32,b0
4050,63.5,25.7,33.3,42.4,25.6,12.2,10491_to32,b0
4200,60.3,25.9,28.1,43.3,25.9,10.9,10491_to32,b0
4350,57.8,17.1,37.1,36.6,17.0,15.6,10491_to32,b0
4500,69.2,31.7,27.8,47.7,31.0,9.6,10491_to32,b0
4650,60.0,21.6,32.8,39.4,21.3,13.1,10491_to32,b0
4800,51.6,13.9,37.7,32.1,13.8,18.1,10491_to32,b0
4950,56.1,16.6,36.0,36.2,16.5,16.1,10491_to32,b0
5100,45.0,6.5,46.3,23.8,4.7,25.9,10491_to32,b0
5250,34.9,0.2,69.2,14.4,0.2,51.9,10491_to32,b0
0,5.8,0.0,117.8,2.5,0.0,113.9,10479_to31,b0
150,24.2,0.0,107.3,10.7,0.0,100.1,10479_to31,b0
300,33.3,0.6,84.8,13.9,0.2,74.4,10479_to31,b0
450,33.0,0.2,87.6,14.4,0.2,71.3,10479_to31,b0
600,29.6,0.0,98.8,12.6,0.0,89.7,10479_to31,b0
750,45.3,1.3,68.9,20.3,1.3,47.3,10479_to31,b0
900,29.7,0.2,93.6,12.6,0.2,79.3,10479_to31,b0
1050,42.5,1.8,77.2,18.6,1.8,56.6,10479_to31,b0
1200,53.8,4.7,52.0,26.4,4.6,31.2,10479_to31,b0
1350,41.0,0.5,66.2,19.1,0.5,51.5,10479_to31,b0
1500,47.1,2.1,63.9,22.7,2.1,42.3,10479_to31,b0
1650,45.7,1.1,69.1,19.0,1.1,54.1,10479_to31,b0
1800,44.2,1.4,65.1,19.5,1.4,49.4,10479_to31,b0
1950,41.6,0.1,69.9,17.9,0.1,57.5,10479_to31,b0
2100,48.4,2.8,58.1,22.5,2.7,39.5,10479_to31,b0
2250,48.0,3.1,57.4,22.9,2.8,41.3,10479_to31,b0
2400,42.7,0.8,61.2,21.0,0.8,44.8,10479_to31,b0
2550,55.1,9.0,41.3,33.0,9.0,19.8,10479_to31,b0
2700,59.5,10.9,38.5,34.0,10.9,20.7,10479_to31,b0
2850,50.3,6.5,45.3,28.5,6.4,29.4,10479_to31,b0
3000,53.6,6.2,44.2,30.6,6.2,26.3,10479_to31,b0
3150,42.6,2.5,56.9,22.4,2.5,38.6,10479_to31,b0
3300,43.1,0.8,65.4,20.2,0.8,51.8,10479_to31,b0
3450,54.8,7.2,51.6,28.1,7.2,27.3,10479_to31,b0
3600,50.7,7.2,47.3,27.8,7.2,26.9,10479_to31,b0
3750,58.8,11.5,41.5,33.7,11.5,20.4,10479_to31,b0
3900,68.7,19.7,30.7,41.8,19.5,12.2,10479_to31,b0
4050,76.2,25.2,30.4,46.5,25.1,11.9,10479_to31,b0
4200,79.6,31.3,23.2,50.4,31.2,8.8,10479_to31,b0
4350,82.1,25.8,28.0,46.4,25.3,11.2,10479_to31,b0
4500,86.0,35.0,23.9,53.2,34.1,7.7,10479_to31,b0
4650,91.1,39.2,22.5,55.5,37.9,7.6,10479_to31,b0
4800,82.7,24.9,26.0,46.7,24.3,11.4,10479_to31,b0
4950,73.1,19.6,29.7,42.4,19.4,13.3,10479_to31,b0
5100,70.3,18.0,31.1,39.9,16.0,14.9,10479_to31,b0
5250,55.2,4.4,48.0,28.0,4.2,29.8,10479_to31,b0
